name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,PER_rank,WS_rank,WS/48_rank,BPM_rank,VORP_rank,PIPM_rank,Wins Added_rank
Pat Burke,/players/b/burkepa01.html,2003,2007,Auburn University,false,"Mariner in Cape Coral, Florida",,,burkepa01,2004-05,Did Not Play (other pro league—Spain),,,,,,,,,31,,,,,,,,,,Did Not Play (other pro league—Spain),178,178,178,178,178,178,178
Pat Burke,/players/b/burkepa01.html,2003,2007,Auburn University,false,"Mariner in Cape Coral, Florida",-4.65,-0.53,burkepa01,2005-06,PHO,9.9,0.1,.009,-5.9,-0.3,,NBA,750000,32,42,8.2,.496,.619,1.7,0.4,0.1,0.3,3.4,PHO,181,181,181,181,181,181,181
Pat Burke,/players/b/burkepa01.html,2003,2007,Auburn University,false,"Mariner in Cape Coral, Florida",-2.46,-0.02,burkepa01,2006-07,PHO,9.3,0.1,.015,-6.9,-0.2,,NBA,810000,33,23,7.1,.354,.615,2.0,0.2,0.1,0.1,2.6,PHO,193,193,193,193,193,193,193
Trey Burke,/players/b/burketr01.html,2014,2019,University of Michigan,true,"Northland in Columbus, Ohio",-0.57,2.62,burketr01,2013-14,UTA,12.6,0.9,.020,-2.5,-0.3,,NBA,2438760,21,70,32.3,.380,.903,3.0,5.7,0.6,0.1,12.8,UTA,149,183,183,170,173,113,110
Trey Burke,/players/b/burketr01.html,2014,2019,University of Michigan,true,"Northland in Columbus, Ohio",-1.90,0.54,burketr01,2014-15,UTA,12.6,2.4,.050,-1.9,0.1,,NBA,2548560,22,76,30.1,.368,.752,2.7,4.3,0.9,0.2,12.8,UTA,138,148,158,160,156,156,156
Trey Burke,/players/b/burketr01.html,2014,2019,University of Michigan,true,"Northland in Columbus, Ohio",-1.92,0.29,burketr01,2015-16,UTA,14.0,2.1,.074,-2.0,0.0,,NBA,2658240,23,64,21.3,.413,.817,1.8,2.3,0.5,0.1,10.6,UTA,183,183,183,183,183,183,183
Trey Burke,/players/b/burketr01.html,2014,2019,University of Michigan,true,"Northland in Columbus, Ohio",-5.46,-1.45,burketr01,2016-17,WAS,10.8,0.5,.036,-5.7,-0.7,,NBA,3386598,24,57,12.3,.455,.759,0.8,1.8,0.2,0.1,5.0,WAS,187,187,187,187,187,187,187
Trey Burke,/players/b/burketr01.html,2014,2019,University of Michigan,true,"Northland in Columbus, Ohio",+0.02,1.22,burketr01,2017-18,NYK,21.0,2.4,.145,1.0,0.6,,NBA,784160,25,36,21.8,.503,.649,2.0,4.7,0.7,0.1,12.8,NYK,189,189,189,189,189,189,189
Alec Burks,/players/b/burksal01.html,2012,2019,University of Colorado,true,"Grandview in Grandview, Missouri",-1.61,0.42,burksal01,2011-12,UTA,14.0,1.5,.076,-2.5,-0.1,,NBA,2020200,20,59,15.9,.429,.727,2.2,0.9,0.5,0.1,7.2,UTA,192,192,192,192,192,192,192
Alec Burks,/players/b/burksal01.html,2012,2019,University of Colorado,true,"Grandview in Grandview, Missouri",+0.17,1.88,burksal01,2012-13,UTA,11.5,1.0,.044,-2.7,-0.2,,NBA,2171640,21,64,17.8,.420,.713,2.3,1.4,0.5,0.2,7.0,UTA,185,185,185,185,185,185,185
Alec Burks,/players/b/burksal01.html,2012,2019,University of Colorado,true,"Grandview in Grandview, Missouri",-1.39,1.31,burksal01,2013-14,UTA,15.8,3.2,.070,-1.2,0.5,,NBA,2202000,22,78,28.1,.457,.748,3.3,2.7,0.9,0.2,14.0,UTA,83,133,140,141,135,140,138
Alec Burks,/players/b/burksal01.html,2012,2019,University of Colorado,true,"Grandview in Grandview, Missouri",-2.30,0.00,burksal01,2014-15,UTA,13.0,1.7,.089,-1.6,0.1,,NBA,3034356,23,27,33.3,.403,.822,4.2,3.0,0.6,0.2,13.9,UTA,183,183,183,183,183,183,183
Alec Burks,/players/b/burksal01.html,2012,2019,University of Colorado,true,"Grandview in Grandview, Missouri",-0.93,0.71,burksal01,2015-16,UTA,14.3,1.5,.090,-2.5,-0.1,,NBA,9213484,24,31,25.7,.410,.752,3.5,2.0,0.6,0.1,13.3,UTA,183,183,183,183,183,183,183
Alec Burks,/players/b/burksal01.html,2012,2019,University of Colorado,true,"Grandview in Grandview, Missouri",-1.61,0.30,burksal01,2016-17,UTA,11.6,0.8,.056,-4.2,-0.4,,NBA,10154495,25,42,15.5,.399,.769,2.9,0.7,0.4,0.1,6.7,UTA,187,187,187,187,187,187,187
Alec Burks,/players/b/burksal01.html,2012,2019,University of Colorado,true,"Grandview in Grandview, Missouri",-1.03,1.00,burksal01,2017-18,UTA,13.1,1.9,.084,-2.8,-0.2,,NBA,10845506,26,64,16.5,.411,.863,3.0,1.0,0.6,0.1,7.7,UTA,189,189,189,189,189,189,189
Antonio Burks,/players/b/burksan01.html,2005,2006,University of Memphis,false,"Booker T. Washington in Memphis, Tennessee",-1.14,0.17,burksan01,2004-05,MEM,12.8,0.5,.103,-2.5,0.0,,NBA,385277,24,24,9.1,.467,.737,0.5,1.2,0.5,0.0,3.0,MEM,178,178,178,178,178,178,178
Antonio Burks,/players/b/burksan01.html,2005,2006,University of Memphis,false,"Booker T. Washington in Memphis, Tennessee",-3.03,-0.36,burksan01,2005-06,MEM,5.1,-0.4,-0.033,-8.2,-0.9,,NBA,641748,25,57,10.0,.354,.435,0.6,1.3,0.4,0.0,2.0,MEM,181,181,181,181,181,181,181
Kevin Burleson,/players/b/burleke01.html,2006,2006,University of Minnesota,false,"O'Dea in Seattle, Washington",-0.79,0.33,burleke01,2005-06,CHA,5.1,-0.2,-0.032,-4.3,-0.2,,NBA,398762,26,39,8.7,.250,.941,0.7,1.2,0.7,0.1,1.8,CHA,181,181,181,181,181,181,181
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",-1.89,0.51,butleca01,2002-03,MIA,15.1,5.1,.086,1.7,2.7,,NBA,1678800,22,78,36.6,.416,.824,5.1,2.7,1.8,0.4,15.4,MIA,94,80,117,52,39,140,138
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",+1.03,5.81,butleca01,2003-04,MIA,10.7,2.1,.050,-2.1,-0.1,,NBA,1804680,23,68,29.9,.380,.756,4.8,1.9,1.1,0.2,9.2,MIA,155,147,148,146,147,52,47
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",-1.35,1.77,butleca01,2004-05,LAL,15.8,5.3,.093,-0.2,1.2,,NBA,1930680,24,77,35.7,.445,.862,5.8,1.9,1.4,0.3,15.5,LAL,83,77,121,106,90,135,126
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",-0.68,3.22,butleca01,2005-06,WAS,17.0,6.3,.112,0.8,1.9,,NBA,2461617,25,75,36.1,.455,.870,6.2,2.5,1.7,0.2,17.6,WAS,58,57,85,76,62,118,90
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",+0.70,4.96,butleca01,2006-07,WAS,18.3,5.3,.103,1.9,2.5,,NBA,7438000,26,63,39.3,.463,.863,7.4,3.7,2.1,0.3,19.1,WAS,49,75,99,54,45,72,64
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",+2.85,8.74,butleca01,2007-08,WAS,20.7,7.2,.150,4.7,3.9,,NBA,8218990,27,58,39.9,.466,.901,6.7,4.9,2.2,0.3,20.3,WAS,21,51,40,9,18,25,33
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",-1.25,1.87,butleca01,2008-09,WAS,18.8,4.5,.083,1.8,2.5,,NBA,9249980,28,67,38.6,.453,.858,6.2,4.3,1.6,0.3,20.8,WAS,33,104,130,47,41,133,130
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",-0.65,3.29,butleca01,2009-10,TOT,13.7,3.5,.061,-0.6,1.0,,NBA,9780970,29,74,37.6,.428,.838,6.2,2.1,1.6,0.3,16.3,"WAS,DAL",130,135,163,132,109,119,104
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",+0.42,1.59,butleca01,2010-11,DAL,14.2,1.2,.067,-1.4,0.1,,NBA,10561960,30,29,29.9,.450,.773,4.1,1.6,1.0,0.3,15.0,DAL,196,196,196,196,196,196,196
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",-0.13,3.11,butleca01,2011-12,LAC,11.7,2.3,.059,-2.2,-0.1,,NBA,8000000,31,63,29.7,.407,.813,3.7,1.2,0.8,0.1,12.0,LAC,163,143,152,165,165,98,89
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",+0.27,3.47,butleca01,2012-13,LAC,12.4,3.6,.091,-1.6,0.2,,NBA,8000000,32,78,24.1,.424,.833,2.9,1.0,0.7,0.1,10.4,LAC,151,134,122,154,155,94,99
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",-2.54,-0.31,butleca01,2013-14,TOT,12.2,1.8,.062,-2.1,0.0,,NBA,8000000,33,56,25.3,.394,.840,4.1,1.5,0.8,0.3,10.5,"MIL,OKC",187,187,187,187,187,187,187
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",-1.02,1.35,butleca01,2014-15,DET,9.3,2.4,.070,-1.5,0.2,,NBA,4500000,34,78,20.8,.407,.902,2.5,1.0,0.6,0.1,5.9,DET,177,148,134,147,150,134,140
Caron Butler,/players/b/butleca01.html,2003,2016,University of Connecticut,false,"Maine Central Institute in Pittsfield, Maine",-1.15,0.13,butleca01,2015-16,SAC,11.3,0.3,.071,-2.6,0.0,,NBA,1499187,35,17,10.4,.424,.833,1.3,0.6,0.5,0.1,3.7,SAC,183,183,183,183,183,183,183
Jackie Butler,/players/b/butleja01.html,2005,2007,,false,"Coastal Christian Academy in Virginia Beach, Virginia",+0.13,0.01,butleja01,2004-05,NYK,90.3,0.1,1.333,21.5,0.0,,19,NBA,3,1.7,1.000,1.000,0.0,0.0,0.3,0.0,3.3,NYK,,178,178,178,178,178,178,178
Jackie Butler,/players/b/butleja01.html,2005,2007,,false,"Coastal Christian Academy in Virginia Beach, Virginia",+1.26,1.77,butleja01,2005-06,NYK,14.8,1.2,.078,-1.6,0.1,,20,NBA,55,13.5,.544,.753,3.3,0.5,0.3,0.6,5.3,NYK,398762,181,181,181,181,181,181,181
Jackie Butler,/players/b/butleja01.html,2005,2007,,false,"Coastal Christian Academy in Virginia Beach, Virginia",-0.93,0.09,butleja01,2006-07,SAS,9.6,0.1,.047,-6.1,-0.1,,21,NBA,11,9.4,.457,.900,2.0,0.5,0.2,0.0,3.7,SAS,2200000,193,193,193,193,193,193,193
Jimmy Butler,/players/b/butleji01.html,2012,2019,Marquette University,true,"Tomball in Tomball, Texas",+1.36,0.91,butleji01,2011-12,CHI,12.5,1.1,.144,-1.3,0.1,,NBA,1020960,22,42,8.5,.405,.768,1.3,0.3,0.3,0.1,2.6,CHI,192,192,192,192,192,192,192
Jimmy Butler,/players/b/butleji01.html,2012,2019,Marquette University,true,"Tomball in Tomball, Texas",-0.57,3.01,butleji01,2012-13,CHI,15.2,7.0,.158,1.9,2.1,,NBA,1097520,23,82,26.0,.467,.803,4.0,1.4,1.0,0.4,8.6,CHI,102,38,31,51,57,118,110
Jimmy Butler,/players/b/butleji01.html,2012,2019,Marquette University,true,"Tomball in Tomball, Texas",+1.88,8.05,butleji01,2013-14,CHI,13.5,7.1,.131,2.4,2.9,,NBA,1112880,24,67,38.7,.397,.769,4.9,2.6,1.9,0.5,13.1,CHI,129,40,57,39,29,47,37
Jimmy Butler,/players/b/butleji01.html,2012,2019,Marquette University,true,"Tomball in Tomball, Texas",+2.75,10.32,butleji01,2014-15,CHI,21.3,11.2,.214,4.7,4.2,,NBA,2008748,25,65,38.7,.462,.834,5.8,3.3,1.8,0.6,20.0,CHI,21,5,7,13,11,25,15
Jimmy Butler,/players/b/butleji01.html,2012,2019,Marquette University,true,"Tomball in Tomball, Texas",+1.80,6.86,butleji01,2015-16,CHI,21.3,9.1,.177,4.0,3.7,,NBA,15260000,26,67,36.9,.454,.832,5.3,4.8,1.6,0.6,20.9,CHI,23,19,18,14,14,36,42
Jimmy Butler,/players/b/butleji01.html,2012,2019,Marquette University,true,"Tomball in Tomball, Texas",+4.33,13.34,butleji01,2016-17,CHI,25.1,13.8,.236,6.9,6.3,All-NBA (3rd),NBA,17552209,27,76,37.0,.455,.865,6.2,5.5,1.9,0.4,23.9,CHI,12,2,5,9,4,13,10
Jimmy Butler,/players/b/butleji01.html,2012,2019,Marquette University,true,"Tomball in Tomball, Texas",+4.15,9.79,butleji01,2017-18,MIN,23.7,8.9,.198,5.0,3.8,All-NBA (3rd),NBA,19301070,28,59,36.7,.474,.854,5.3,4.9,2.0,0.4,22.2,MIN,15,19,15,15,16,12,20
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",-2.42,-0.34,butlera01,2002-03,MIA,9.5,0.1,.002,-3.8,-0.7,,NBA,349458,23,72,21.0,.362,.731,2.6,1.3,0.3,0.6,7.5,MIA,161,162,162,160,159,152,152
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",-0.98,0.62,butlera01,2003-04,MIA,14.0,1.6,.113,-2.2,0.0,,NBA,563679,24,45,15.0,.476,.762,1.4,0.5,0.2,0.3,6.8,MIA,167,167,167,167,167,167,167
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",-1.88,0.32,butlera01,2004-05,MIA,10.3,1.7,.068,-2.9,-0.3,,NBA,1200000,25,65,18.5,.399,.771,2.3,1.0,0.3,0.4,6.5,MIA,178,178,178,178,178,178,178
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",-0.99,1.62,butlera01,2005-06,NOK,10.8,1.7,.045,-2.9,-0.4,,NBA,1300000,26,79,23.7,.406,.693,2.9,0.5,0.4,0.6,8.7,NOK,164,166,165,166,165,131,139
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",-1.38,1.29,butlera01,2006-07,NOK,10.8,2.6,.056,-1.7,0.2,,NBA,3000000,27,81,27.4,.398,.644,3.2,0.8,0.5,0.7,10.1,NOK,173,157,163,150,148,143,138
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",-1.18,0.63,butlera01,2007-08,NOH,8.8,1.2,.063,-2.2,0.0,,NBA,3315000,28,51,17.2,.350,.839,2.0,0.7,0.3,0.4,4.9,NOH,193,193,193,193,193,193,193
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",-2.20,0.21,butlera01,2008-09,NOH,11.8,4.6,.084,-0.5,1.0,,NBA,3630000,29,82,31.9,.433,.782,3.3,0.9,0.6,0.7,11.2,NOH,161,100,128,116,108,162,162
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",-1.39,1.62,butlera01,2009-10,LAC,10.7,2.7,.048,-1.6,0.3,,NBA,3945000,30,82,33.0,.409,.841,2.9,1.4,0.4,0.8,11.9,LAC,180,153,177,154,149,155,142
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",-3.35,-0.62,butlera01,2010-11,TOT,6.2,-0.1,-0.009,-5.3,-0.6,,NBA,2400000,31,47,16.4,.333,.667,1.6,0.6,0.2,0.3,4.7,"LAC,CHI",196,196,196,196,196,196,196
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",-2.92,-0.27,butlera01,2011-12,TOR,4.8,-0.2,-0.022,-5.5,-0.4,,NBA,1229255,32,34,13.3,.308,.583,1.9,0.6,0.2,0.1,3.2,TOR,192,192,192,192,192,192,192
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",,,butlera01,2012-13,Did Not Play,,,,,,,,,33,,,,,,,,,,Did Not Play,185,185,185,185,185,185,185
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",-2.24,0.01,butlera01,2013-14,IND,12.2,1.1,.138,-0.9,0.1,,NBA,,34,50,7.6,.464,.571,0.8,0.3,0.1,0.2,2.7,IND,187,187,187,187,187,187,187
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",-3.17,-0.98,butlera01,2014-15,WAS,11.4,2.6,.084,-1.7,0.1,,NBA,1448490,35,75,20.1,.422,.791,2.6,0.8,0.4,0.3,7.7,WAS,153,141,119,155,156,175,172
Rasual Butler,/players/b/butlera01.html,2003,2016,La Salle University,false,"Roman Catholic in Philadelphia, Pennsylvania",+1.27,1.04,butlera01,2015-16,SAS,13.4,1.3,.146,1.8,0.4,,NBA,1499187,36,46,9.4,.471,.688,1.2,0.5,0.3,0.5,2.7,SAS,183,183,183,183,183,183,183
Dwight Buycks,/players/b/buyckdw01.html,2014,2018,Marquette University,true,"Bay View in Milwaukee, Wisconsin",-0.21,0.21,buyckdw01,2013-14,TOR,7.2,0.0,-0.009,-4.5,-0.1,,24,NBA,14,10.4,.313,.889,1.6,0.7,0.6,0.0,3.1,TOR,,187,187,187,187,187,187,187
Dwight Buycks,/players/b/buyckdw01.html,2014,2018,Marquette University,true,"Bay View in Milwaukee, Wisconsin",-0.81,0.12,buyckdw01,2014-15,LAL,13.1,0.1,.027,-4.9,-0.1,,25,NBA,6,20.5,.450,.900,2.0,2.3,0.5,0.0,8.7,LAL,48028,183,183,183,183,183,183,183
Dwight Buycks,/players/b/buyckdw01.html,2014,2018,Marquette University,true,"Bay View in Milwaukee, Wisconsin",,,buyckdw01,2015-16,Did Not Play,,,,,,,26,,,,,,,,,,,Did Not Play,,183,183,183,183,183,183,183
Dwight Buycks,/players/b/buyckdw01.html,2014,2018,Marquette University,true,"Bay View in Milwaukee, Wisconsin",,,buyckdw01,2016-17,Did Not Play,,,,,,,27,,,,,,,,,,,Did Not Play,,187,187,187,187,187,187,187
Dwight Buycks,/players/b/buyckdw01.html,2014,2018,Marquette University,true,"Bay View in Milwaukee, Wisconsin",-1.18,0.31,buyckdw01,2017-18,DET,12.8,0.2,.027,-4.3,-0.2,,28,NBA,29,14.7,.414,.878,1.4,2.0,0.7,0.1,7.4,DET,748160,189,189,189,189,189,189,189
Derrick Byars,/players/b/byarsde01.html,2012,2012,"University of Virginia, Vanderbilt University",false,"Ridgeway in Memphis, Tennessee",+0.40,0.07,byarsde01,2011-12,SAS,14.9,0.1,.147,0.6,0.0,,27,NBA,2,18.5,.273,1.000,5.5,0.5,1.0,0.0,5.0,SAS,,192,192,192,192,192,192,192
Andrew Bynum,/players/b/bynuman01.html,2006,2014,,false,"St. Joseph in Metuchen, New Jersey",-2.89,-0.16,bynuman01,2005-06,LAL,7.4,0.1,.007,-5.8,-0.3,,NBA,1888680,18,46,7.3,.402,.296,1.7,0.2,0.1,0.5,1.6,LAL,181,181,181,181,181,181,181
Andrew Bynum,/players/b/bynuman01.html,2006,2014,,false,"St. Joseph in Metuchen, New Jersey",-1.18,1.37,bynuman01,2006-07,LAL,15.4,4.2,.112,-0.5,0.7,,NBA,2030280,19,82,21.9,.558,.668,5.9,1.1,0.1,1.6,7.8,LAL,90,112,85,120,124,135,135
Andrew Bynum,/players/b/bynuman01.html,2006,2014,,false,"St. Joseph in Metuchen, New Jersey",+2.37,3.13,bynuman01,2007-08,LAL,22.6,4.8,.230,4.5,1.6,,NBA,2172000,20,35,28.8,.636,.695,10.2,1.7,0.3,2.1,13.1,LAL,193,193,193,193,193,193,193
Andrew Bynum,/players/b/bynuman01.html,2006,2014,,false,"St. Joseph in Metuchen, New Jersey",-0.28,2.50,bynuman01,2008-09,LAL,20.0,5.5,.184,1.9,1.4,,NBA,2769300,21,50,28.9,.560,.707,8.0,1.4,0.4,1.8,14.3,LAL,182,182,182,182,182,182,182
Andrew Bynum,/players/b/bynuman01.html,2006,2014,,false,"St. Joseph in Metuchen, New Jersey",+0.91,5.47,bynuman01,2009-10,LAL,20.2,7.8,.188,1.4,1.7,,NBA,12526998,22,65,30.4,.570,.739,8.3,1.0,0.5,1.4,15.0,LAL,23,32,9,61,76,68,65
Andrew Bynum,/players/b/bynuman01.html,2006,2014,,false,"St. Joseph in Metuchen, New Jersey",+1.34,4.47,bynuman01,2010-11,LAL,21.1,6.6,.210,3.3,2.0,,NBA,13700000,23,54,27.8,.574,.660,9.4,1.4,0.4,2.0,11.3,LAL,19,49,7,20,63,55,77
Andrew Bynum,/players/b/bynuman01.html,2006,2014,,false,"St. Joseph in Metuchen, New Jersey",+2.14,7.76,bynuman01,2011-12,LAL,22.9,8.0,.183,1.8,2.0,All-NBA (2nd),NBA,14900000,24,60,35.2,.558,.692,11.8,1.4,0.5,1.9,18.7,LAL,8,11,13,62,42,43,25
Andrew Bynum,/players/b/bynuman01.html,2006,2014,,false,"St. Joseph in Metuchen, New Jersey",,,bynuman01,2012-13,Did Not Play (injury—knee),,,,,,,NBA,16889000,25,,,,,,,,,,Did Not Play (injury—knee),185,185,185,185,185,185,185
Andrew Bynum,/players/b/bynuman01.html,2006,2014,,false,"St. Joseph in Metuchen, New Jersey",-2.30,-0.04,bynuman01,2013-14,TOT,15.2,0.4,.038,-3.4,-0.2,,NBA,6000000,26,26,19.8,.418,.755,5.6,1.1,0.2,1.1,8.7,"CLE,IND",187,187,187,187,187,187,187
Will Bynum,/players/b/bynumwi01.html,2006,2015,"University of Arizona, Georgia Institute of Technology",false,"Crane Technical Preparatory in Chicago, Illinois",-1.49,0.09,bynumwi01,2005-06,GSW,8.7,-0.1,-0.021,-6.6,-0.2,,23,NBA,15,10.8,.404,.625,0.8,1.3,0.5,0.0,3.6,GSW,,181,181,181,181,181,181,181
Will Bynum,/players/b/bynumwi01.html,2006,2015,"University of Arizona, Georgia Institute of Technology",false,"Crane Technical Preparatory in Chicago, Illinois",,,bynumwi01,2006-07,Did Not Play (other pro league—Israel),,,,,,,24,,,,,,,,,,,Did Not Play (other pro league—Israel),,193,193,193,193,193,193,193
Will Bynum,/players/b/bynumwi01.html,2006,2015,"University of Arizona, Georgia Institute of Technology",false,"Crane Technical Preparatory in Chicago, Illinois",,,bynumwi01,2007-08,Did Not Play (other pro league—Israel),,,,,,,25,,,,,,,,,,,Did Not Play (other pro league—Israel),,193,193,193,193,193,193,193
Will Bynum,/players/b/bynumwi01.html,2006,2015,"University of Arizona, Georgia Institute of Technology",false,"Crane Technical Preparatory in Chicago, Illinois",+0.68,1.76,bynumwi01,2008-09,DET,17.4,1.3,.078,-1.7,0.1,,26,NBA,57,14.1,.456,.798,1.3,2.8,0.6,0.0,7.2,DET,711517,182,182,182,182,182,182,182
Will Bynum,/players/b/bynumwi01.html,2006,2015,"University of Arizona, Georgia Institute of Technology",false,"Crane Technical Preparatory in Chicago, Illinois",-3.56,-1.28,bynumwi01,2009-10,DET,13.8,1.9,.054,-2.5,-0.2,,27,NBA,63,26.5,.444,.798,2.3,4.5,0.9,0.1,10.0,DET,825497,193,193,193,193,193,193,193
Will Bynum,/players/b/bynumwi01.html,2006,2015,"University of Arizona, Georgia Institute of Technology",false,"Crane Technical Preparatory in Chicago, Illinois",-2.63,-0.21,bynumwi01,2010-11,DET,15.2,1.5,.066,-3.1,-0.3,,28,NBA,61,18.4,.448,.836,1.2,3.2,0.9,0.1,7.9,DET,3250000,196,196,196,196,196,196,196
Will Bynum,/players/b/bynumwi01.html,2006,2015,"University of Arizona, Georgia Institute of Technology",false,"Crane Technical Preparatory in Chicago, Illinois",-1.44,0.26,bynumwi01,2011-12,DET,10.0,-0.2,-0.022,-5.2,-0.4,,29,NBA,36,14.3,.381,.766,1.6,1.8,0.6,0.1,5.7,DET,3250000,192,192,192,192,192,192,192
Will Bynum,/players/b/bynumwi01.html,2006,2015,"University of Arizona, Georgia Institute of Technology",false,"Crane Technical Preparatory in Chicago, Illinois",-2.20,0.07,bynumwi01,2012-13,DET,16.6,1.7,.067,-2.4,-0.1,,30,NBA,65,18.8,.469,.809,1.5,3.6,0.7,0.1,9.8,DET,3250000,185,185,185,185,185,185,185
Will Bynum,/players/b/bynumwi01.html,2006,2015,"University of Arizona, Georgia Institute of Technology",false,"Crane Technical Preparatory in Chicago, Illinois",-2.26,0.01,bynumwi01,2013-14,DET,14.4,1.0,.047,-3.5,-0.4,,31,NBA,56,18.8,.428,.802,1.8,3.9,0.7,0.1,8.7,DET,2790343,187,187,187,187,187,187,187
Will Bynum,/players/b/bynumwi01.html,2006,2015,"University of Arizona, Georgia Institute of Technology",false,"Crane Technical Preparatory in Chicago, Illinois",-1.18,0.07,bynumwi01,2014-15,WAS,4.8,-0.2,-0.132,-9.1,-0.1,,32,NBA,7,9.6,.323,.500,0.9,2.6,0.1,0.1,3.1,WAS,2915908,183,183,183,183,183,183,183
Nick Calathes,/players/c/calatni01.html,2014,2015,University of Florida,false,"Lake Howell in Winter Park, Florida",-0.18,1.66,calatni01,2013-14,MEM,12.3,1.5,.062,-1.1,0.3,,24,NBA,71,16.5,.457,.611,1.9,2.9,0.9,0.1,4.9,MEM,,187,187,187,187,187,187,187
Nick Calathes,/players/c/calatni01.html,2014,2015,University of Florida,false,"Lake Howell in Winter Park, Florida",+1.22,2.34,calatni01,2014-15,MEM,12.3,1.1,.065,-0.3,0.4,,25,NBA,58,14.4,.421,.533,1.8,2.5,1.1,0.1,4.2,MEM,816482,183,183,183,183,183,183,183
Kentavious Caldwell-Pope,/players/c/caldwke01.html,2014,2019,University of Georgia,true,"Greenville in Greenville, Georgia",-0.10,2.34,caldwke01,2013-14,DET,9.4,1.8,.055,-2.1,0.0,,NBA,2653080,20,80,19.8,.396,.770,2.0,0.7,0.9,0.2,5.9,DET,181,169,159,161,158,100,119
Kentavious Caldwell-Pope,/players/c/caldwke01.html,2014,2019,University of Georgia,true,"Greenville in Greenville, Georgia",+1.18,6.08,caldwke01,2014-15,DET,11.2,2.8,.052,-1.0,0.6,,NBA,2772480,21,82,31.5,.401,.696,3.1,1.3,1.1,0.2,12.7,DET,158,135,156,134,124,61,57
Kentavious Caldwell-Pope,/players/c/caldwke01.html,2014,2019,University of Georgia,true,"Greenville in Greenville, Georgia",+1.35,7.27,caldwke01,2015-16,DET,12.4,5.3,.092,1.1,2.2,,NBA,2891760,22,76,36.7,.420,.811,3.7,1.8,1.4,0.2,14.5,DET,143,76,111,71,45,56,34
Kentavious Caldwell-Pope,/players/c/caldwke01.html,2014,2019,University of Georgia,true,"Greenville in Greenville, Georgia",-0.97,2.25,caldwke01,2016-17,DET,12.8,4.5,.086,0.9,1.8,,NBA,3678319,23,76,33.3,.399,.832,3.3,2.5,1.2,0.2,13.8,DET,131,81,112,65,57,126,115
