link,name,college,Rk,Year,Rd,Pk
/players/h/harteis01.html,Isaiah Hartenstein,,43,2017,2,43
/players/d/dotsoda01.html,Damyean Dotson,University of Oregon,44,2017,2,44
/players/b/brookdi01.html,Dillon Brooks,University of Oregon,45,2017,2,45
/players/b/brownst02.html,Sterling Brown,Southern Methodist University,46,2017,2,46
/players/a/anigbik01.html,Ike Anigbogu,"University of California, Los Angeles",47,2017,2,47
/players/t/thornsi01.html,Sindarius Thornwell,University of South Carolina,48,2017,2,48
/players/c/cancavl01.html,Vlatko Cancar,,49,2017,2,49
/players/l/lessoma01.html,Mathias Lessort,,50,2017,2,50
/players/m/morrimo01.html,Monte Morris,Iowa State University,51,2017,2,51
/players/s/sumneed01.html,Edmond Sumner,Xavier University,52,2017,2,52
/players/a/allenka01.html,Kadeem Allen,University of Arizona,53,2017,2,53
/players/p/peteral01.html,Alec Peters,Valparaiso University,54,2017,2,54
/players/w/willini01.html,Nigel Williams-Goss,Gonzaga University,55,2017,2,55
/players/b/birdja01.html,Jabari Bird,University of California,56,2017,2,56
/players/v/vezenal01.html,Aleksandar Vezenkov,,57,2017,2,57
/players/j/jaramog01.html,Ognjen Jaramaz,,58,2017,2,58
/players/b/blossja01.html,Jaron Blossomgame,Clemson University,59,2017,2,59
/players/k/kabaal01.html,Alpha Kaba,,60,2017,2,60
/players/a/aytonde01.html,Deandre Ayton,University of Arizona,1,2018,1,1
/players/b/baglema01.html,Marvin Bagley,Duke University,2,2018,1,2
/players/d/doncilu01.html,Luka Doncic,,3,2018,1,3
/players/j/jacksja02.html,Jaren Jackson,Michigan State University,4,2018,1,4
/players/y/youngtr01.html,Trae Young,University of Oklahoma,5,2018,1,5
/players/b/bambamo01.html,Mohamed Bamba,University of Texas at Austin,6,2018,1,6
/players/c/cartewe01.html,Wendell Carter,Duke University,7,2018,1,7
/players/s/sextoco01.html,Collin Sexton,University of Alabama,8,2018,1,8
/players/k/knoxke01.html,Kevin Knox,University of Kentucky,9,2018,1,9
/players/b/bridgmi01.html,Mikal Bridges,Villanova University,10,2018,1,10
/players/g/gilgesh01.html,Shai Gilgeous-Alexander,University of Kentucky,11,2018,1,11
/players/b/bridgmi02.html,Miles Bridges,Michigan State University,12,2018,1,12
/players/r/robinje01.html,Jerome Robinson,Boston College,13,2018,1,13
/players/p/portemi01.html,Michael Porter,University of Missouri,14,2018,1,14
/players/b/browntr01.html,Troy Brown,University of Oregon,15,2018,1,15
/players/s/smithzh01.html,Zhaire Smith,Texas Tech University,16,2018,1,16
/players/d/divindo01.html,Donte DiVincenzo,Villanova University,17,2018,1,17
/players/w/walkelo01.html,Lonnie Walker,University of Miami,18,2018,1,18
/players/h/huertke01.html,Kevin Huerter,University of Maryland,19,2018,1,19
/players/o/okogijo01.html,Josh Okogie,Georgia Institute of Technology,20,2018,1,20
/players/a/allengr01.html,Grayson Allen,Duke University,21,2018,1,21
/players/h/hutchch01.html,Chandler Hutchison,Boise State University,22,2018,1,22
/players/h/holidaa01.html,Aaron Holiday,"University of California, Los Angeles",23,2018,1,23
/players/s/simonan01.html,Anfernee Simons,,24,2018,1,24
/players/w/wagnemo01.html,Moritz Wagner,University of Michigan,25,2018,1,25
/players/s/shamela01.html,Landry Shamet,Wichita State University,26,2018,1,26
/players/w/williro04.html,Robert Williams,Texas A&M University,27,2018,1,27
/players/e/evansja02.html,Jacob Evans,University of Cincinnati,28,2018,1,28
/players/m/musadz01.html,Dzanan Musa,,29,2018,1,29
/players/s/spellom01.html,Omari Spellman,Villanova University,30,2018,1,30
/players/o/okoboel01.html,Elie Okobo,,31,2018,2,31
/players/c/carteje01.html,Jevon Carter,West Virginia University,32,2018,2,32
/players/b/brunsja01.html,Jalen Brunson,Villanova University,33,2018,2,33
/players/g/grahade01.html,Devonte' Graham,University of Kansas,34,2018,2,34
/players/f/frazime01.html,Melvin Frazier,Tulane University,35,2018,2,35
/players/r/robinmi01.html,Mitchell Robinson,,36,2018,2,36
/players/t/trentga02.html,Gary Trent,Duke University,37,2018,2,37
/players/t/thomakh01.html,Khyri Thomas,Creighton University,38,2018,2,38
/players/b/bongais01.html,Isaac Bonga,,39,2018,2,39
/players/k/kurucro01.html,Rodions Kurucs,,40,2018,2,40
/players/v/vandeja01.html,Jarred Vanderbilt,University of Kentucky,41,2018,2,41
/players/b/brownbr01.html,Bruce Brown,University of Miami,42,2018,2,42
/players/j/jacksju02.html,Justin Jackson,University of Maryland,43,2018,2,43
/players/s/sanonis01.html,Issuf Sanon,,44,2018,2,44
/players/d/diallha01.html,Hamidou Diallo,University of Kentucky,45,2018,2,45
/players/m/meltode01.html,De'Anthony Melton,University of Southern California,46,2018,2,46
/players/m/mykhasv01.html,Sviatoslav Mykhailiuk,University of Kansas,47,2018,2,47
/players/b/bateske01.html,Keita Bates-Diop,Ohio State University,48,2018,2,48
/players/m/metuch01.html,Chimezie Metu,University of Southern California,49,2018,2,49
/players/j/johnsal02.html,Alize Johnson,Missouri State,50,2018,2,50
/players/c/carrto01.html,Tony Carr,Pennsylvania State University,51,2018,2,51
/players/e/edwarvi01.html,Vince Edwards,Purdue University,52,2018,2,52
/players/h/hallde01.html,Devon Hall,University of Virginia,53,2018,2,53
/players/m/miltosh01.html,Shake Milton,Southern Methodist University,54,2018,2,54
/players/k/kulboar01.html,Arnoldas Kulboka,,55,2018,2,55
/players/s/spaldra01.html,Ray Spalding,University of Louisville,56,2018,2,56
/players/h/herveke01.html,Kevin Hervey,University of Texas at Arlington,57,2018,2,57
/players/w/welshth01.html,Thomas Welsh,"University of California, Los Angeles",58,2018,2,58
/players/k/kingge03.html,George King,University of Colorado,59,2018,2,59
/players/a/antetko01.html,Kostas Antetokounmpo,University of Dayton,60,2018,2,60
